"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station"
15227,2014,11,25,10,104,145,32,78,2300,2,3.8,1018,-4.2,0,"W",0.7,"Changping"
15228,2014,11,25,11,107,154,40,87,2200,5,5.1,1021,-4,0,"SSW",1.1,"Changping"
15229,2014,11,25,12,94,138,39,76,1700,10,5.8,1019,-2.8,0,"E",1.4,"Changping"
15230,2014,11,25,13,87,117,39,62,1500,18,6.3,1021,-1.8,0,"E",1.8,"Changping"
15231,2014,11,25,14,107,140,41,81,1700,13,6.6,1023,-2.3,0,"ESE",1.7,"Changping"
15232,2014,11,25,15,126,168,41,101,2000,6,6.5,1024,-2.4,0,"ESE",1.7,"Changping"
15233,2014,11,25,16,151,203,38,120,2400,2,6.3,1023,-2.6,0,"SE",1.4,"Changping"
15234,2014,11,25,17,157,207,31,125,2300,2,5.2,1020,-2.6,0,"N",1.1,"Changping"
15235,2014,11,25,18,165,218,28,126,2700,2,3.7,1023,-2.7,0,"N",0.8,"Changping"
15236,2014,11,25,19,172,213,24,121,3100,2,3.3,1021,-3.1,0,"N",1.1,"Changping"
15237,2014,11,25,20,174,211,20,118,3100,2,2.5,1021,-3.2,0,"N",0.9,"Changping"
15238,2014,11,25,21,183,217,19,117,3300,2,1.1,1019,-3.4,0,"NNW",1.7,"Changping"
15239,2014,11,25,22,195,236,26,116,3700,2,1.8,1020,-2.9,0,"NW",0.9,"Changping"
15240,2014,11,25,23,244,307,41,116,5400,5,2.4,1022,-2.7,0,"WSW",0.7,"Changping"
15241,2014,11,26,0,251,300,41,117,5000,4,2,1024,-2.7,0,"WSW",0.6,"Changping"
15242,2014,11,26,1,239,286,37,111,4800,4,2.3,1024,-2.4,0,"NNW",0.7,"Changping"
15243,2014,11,26,2,276,333,35,110,6200,4,2,1022,-2.2,0,"WSW",1.1,"Changping"
15244,2014,11,26,3,205,240,23,107,3600,2,2.3,1024,-1.9,0,"SSW",1,"Changping"
15245,2014,11,26,4,191,219,20,108,3300,5,2.3,1020,-1.9,0,"NW",0.9,"Changping"
15246,2014,11,26,5,168,200,20,96,2900,4,3,1023,-1.2,0,"W",0.5,"Changping"
15247,2014,11,26,6,135,157,30,88,2400,4,3.1,1017,-1.3,0,"W",0.6,"Changping"
15248,2014,11,26,7,197,245,33,98,4200,9,2.8,1020,-1.4,0,"SSW",1,"Changping"
15249,2014,11,26,8,208,275,36,98,4300,8,3.1,1019,-1.1,0,"N",0.3,"Changping"
15250,2014,11,26,9,173,220,34,96,3100,4,3.9,1020,-0.7,0,"WNW",0.8,"Changping"
15251,2014,11,26,10,217,265,42,106,3500,7,4.3,1021,-1.1,0,"W",1.6,"Changping"
15252,2014,11,26,11,260,310,45,114,3500,9,6.1,1020,-0.6,0,"NW",0.7,"Changping"
15253,2014,11,26,12,260,297,52,118,3200,13,7,1020,-0.5,0,"SSE",1.1,"Changping"
15254,2014,11,26,13,265,314,48,131,3300,11,7.9,1019,-0.3,0,"SE",1.6,"Changping"
15255,2014,11,26,14,239,296,47,125,3000,12,7.8,1020,-0.2,0,"E",1.9,"Changping"
15256,2014,11,26,15,208,246,54,117,2600,11,7.7,1019,-0.3,0,"ESE",1.8,"Changping"
15257,2014,11,26,16,221,261,52,124,2600,11,7.5,1020,-0.2,0,"ESE",1.3,"Changping"
15258,2014,11,26,17,237,280,45,129,2600,5,6.9,1021,-0.3,0,"ENE",0.8,"Changping"
15259,2014,11,26,18,245,283,44,136,2800,6,6,1022,0.1,0,"NNW",1,"Changping"
15260,2014,11,26,19,283,351,47,139,4100,13,5.2,1020,-0.4,0,"NNW",1,"Changping"
15261,2014,11,26,20,269,309,36,128,3800,10,5.1,1021,-0.1,0,"ENE",1.3,"Changping"
15262,2014,11,26,21,259,313,27,122,3800,10,4.1,1017,-0.9,0,"N",0.8,"Changping"
15263,2014,11,26,22,280,334,26,123,3900,10,3.1,1020,-0.9,0,"NNW",1.6,"Changping"
15264,2014,11,26,23,266,297,26,123,3800,9,2.9,1017,-0.9,0,"NNW",1.2,"Changping"
15265,2014,11,27,0,283,324,24,116,4800,11,2.7,1019,-0.8,0,"NW",1,"Changping"
15266,2014,11,27,1,320,371,23,108,6200,11,2.4,1017,-0.9,0,"NW",1.4,"Changping"
15267,2014,11,27,2,279,325,25,114,4800,9,3.2,1017,-1.8,0,"W",0.8,"Changping"
15268,2014,11,27,3,61,61,9,27,800,40,6.7,1015,-12.5,0,"NNW",2.4,"Changping"
15269,2014,11,27,4,16,39,3,11,300,61,6.5,1017,-14.9,0,"NNW",2.8,"Changping"
15270,2014,11,27,5,10,21,2,12,300,62,6,1015,-15.9,0,"NNW",1.3,"Changping"
15271,2014,11,27,6,6,21,2,15,400,61,4.8,1013,-16.3,0,"NNW",1.2,"Changping"
15272,2014,11,27,7,14,18,2,18,300,58,5.3,1015,-16.5,0,"N",1.2,"Changping"
15273,2014,11,27,8,17,24,2,29,400,48,5.5,1014,-17,0,"N",2,"Changping"
15274,2014,11,27,9,9,29,2,20,300,54,5.8,1017,-16.1,0,"NNW",1.9,"Changping"
15275,2014,11,27,10,10,33,2,21,300,51,5.8,1013,-16.8,0,"NNE",2,"Changping"
15276,2014,11,27,11,11,31,2,27,400,47,6.2,1015,-17.1,0,"NE",1.9,"Changping"
15277,2014,11,27,12,35,61,7,46,700,33,6.6,1015,-17.5,0,"N",1.3,"Changping"
15278,2014,11,27,13,27,35,2,33,500,41,6.7,1015.2,-17.4,0,"WNW",0.7,"Changping"
15279,2014,11,27,14,31,53,4,50,700,27,6.7,1017,-14.7,0,"NW",1.7,"Changping"
15280,2014,11,27,15,25,76,5,60,800,19,6.9,1017,-14,0,"WNW",1.1,"Changping"
15281,2014,11,27,16,35,91,13,68,900,13,7,1014,-12.2,0,"ENE",2,"Changping"
15282,2014,11,27,17,50,116,17,76,1100,5,6.5,1017,-5.8,0,"N",1.6,"Changping"
15283,2014,11,27,18,46,132,17,53,1000,26,5.7,1017,-4.2,0,"NNE",2.1,"Changping"
15284,2014,11,27,19,44,89,13,39,800,40,5.3,1014,-3.5,0,"NNW",1.3,"Changping"
15285,2014,11,27,20,36,76,11,35,700,43,5,1013,-3.3,0,"NNW",1,"Changping"
15286,2014,11,27,21,41,83,13,53,800,23,5.4,1016,-3.4,0,"SE",0.9,"Changping"
15287,2014,11,27,22,64,67,29,76,1500,10,5.3,1014,-12.7,0,"SSW",1,"Changping"
15288,2014,11,27,23,65,126,43,78,1900,9,4.8,1011,-5.6,0,"NNE",0.6,"Changping"
15289,2014,11,28,0,81,145,35,75,2000,8,3.9,1013,-5.9,0,"NNW",1.2,"Changping"
15290,2014,11,28,1,70,108,30,72,1700,6,3.6,1012,-5.6,0,"NNE",0.8,"Changping"
15291,2014,11,28,2,61,112,24,68,1500,6,3.1,1014,-4.4,0,"NNW",0.5,"Changping"
15292,2014,11,28,3,52,95,21,66,1300,6,3.2,1016,-4.3,0,"N",1.1,"Changping"
15293,2014,11,28,4,50,88,21,66,1200,2,3.2,1013,-4.3,0,"ESE",0.7,"Changping"
15294,2014,11,28,5,43,80,18,56,1000,2,1.8,1011,-4.5,0,"NNW",1.3,"Changping"
15295,2014,11,28,6,36,76,13,54,900,3,2.6,1014,-5.1,0,"N",1.3,"Changping"
15296,2014,11,28,7,41,80,17,52,800,2,0.7,1012,-4.7,0,"WSW",0.9,"Changping"
15297,2014,11,28,8,54,112,18,58,1400,2,0.7,1012,-4.9,0,"NW",0.6,"Changping"
15298,2014,11,28,9,79,175,31,63,2700,2,3.2,1011,-5,0,"WNW",1,"Changping"
15299,2014,11,28,10,122,232,46,71,3000,2,5.7,1009,-4.2,0,"SSW",1.3,"Changping"
15300,2014,11,28,11,93,189,42,62,1900,8,6.9,1009,-4.5,0,"SW",1.5,"Changping"
15301,2014,11,28,12,64,126,27,48,1100,23,8.5,1010,-4.7,0,"SSW",2,"Changping"
15302,2014,11,28,13,74,144,35,64,1300,19,10.4,1009.9,-4.4,0,"S",1.3,"Changping"
15303,2014,11,28,14,74,151,34,70,1400,20,10.4,1012,-4.8,0,"S",1.8,"Changping"
15304,2014,11,28,15,65,139,30,65,1200,27,10.5,1015,-4.7,0,"S",1.9,"Changping"
15305,2014,11,28,16,68,144,24,73,1200,32,9.5,1010,-4.1,0,"SSE",1.8,"Changping"
15306,2014,11,28,17,79,163,22,86,1300,14,8.2,1012,-3.7,0,"SE",0.9,"Changping"
15307,2014,11,28,18,87,180,20,97,1500,2,7.2,1015,-3.1,0,"E",1,"Changping"
15308,2014,11,28,19,98,204,22,99,1800,2,5.8,1012,-3.3,0,"NNE",1,"Changping"
15309,2014,11,28,20,128,224,24,101,2300,2,4.3,1010,-3.7,0,"NNE",1.1,"Changping"
15310,2014,11,28,21,99,164,19,88,1700,2,3.1,1011,-4.1,0,"NNW",1.3,"Changping"
15311,2014,11,28,22,98,160,16,83,1800,2,2.1,1011,-4.4,0,"NNW",1,"Changping"
15312,2014,11,28,23,111,199,14,85,2200,2,1.1,1010,-4.4,0,"NNW",2,"Changping"
15313,2014,11,29,0,140,214,16,86,2500,2,0.9,1011,-4.2,0,"NNW",0.8,"Changping"
15314,2014,11,29,1,105,156,14,78,2100,2,0.8,1009,-4.2,0,"NNW",0.6,"Changping"
15315,2014,11,29,2,99,143,14,74,1800,2,0.4,1011,-4.3,0,"ENE",1,"Changping"
15316,2014,11,29,3,90,135,11,72,1700,2,0.1,1015,-4.2,0,"ENE",0.7,"Changping"
15317,2014,11,29,4,102,164,10,74,2400,2,-0.5,1015,-4.6,0,"NW",1.3,"Changping"
15318,2014,11,29,5,138,202,12,71,3300,2,-0.7,1012,-4.6,0,"NNW",1,"Changping"
15319,2014,11,29,6,97,140,10,71,2200,2,-1.2,1012,-4.5,0,"NW",0.7,"Changping"
15320,2014,11,29,7,98,159,13,75,2200,2,-1.1,1011,-4.6,0,"NNE",0.4,"Changping"
15321,2014,11,29,8,103,159,13,73,2000,2,-0.3,1015,-4,0,"NW",0.9,"Changping"
15322,2014,11,29,9,117,187,17,74,2300,2,1.1,1011,-3.6,0,"NNW",1.4,"Changping"
15323,2014,11,29,10,151,253,22,84,3400,2,1.9,1014,-3.2,0,"NW",1,"Changping"
15324,2014,11,29,11,192,295,32,95,3700,2,2.5,1015,-2.6,0,"NNW",0.8,"Changping"
15325,2014,11,29,12,204,311,36,100,3500,2,3.4,1012,-2.4,0,"E",0.7,"Changping"
15326,2014,11,29,13,220,320,35,107,3500,2,3.7,1011.2,-2.1,0,"WSW",1.3,"Changping"
15327,2014,11,29,14,221,323,28,102,3000,2,3.7,1013,-1.7,0,"SSW",1.2,"Changping"
15328,2014,11,29,15,218,301,22,95,2600,2,3.5,1017,-1.7,0,"WNW",1.1,"Changping"
15329,2014,11,29,16,233,319,22,99,2900,2,3,1016,-0.8,0,"W",0.9,"Changping"
15330,2014,11,29,17,243,334,21,109,3700,2,3.1,1018,-0.5,0,"NW",1.2,"Changping"
15331,2014,11,29,18,253,355,26,110,3900,2,3.2,1015,-0.3,0,"W",1.3,"Changping"
15332,2014,11,29,19,239,323,29,109,3500,2,3.2,1018,-0.4,0,"W",0.8,"Changping"
15333,2014,11,29,20,233,310,27,104,3200,2,3.3,1018,-0.2,0,"N",1.5,"Changping"
15334,2014,11,29,21,234,294,32,101,3200,2,3.3,1020,-0.5,0,"N",0.9,"Changping"
15335,2014,11,29,22,231,284,31,100,3300,2,3.4,1020,-0.6,0,"NW",0.9,"Changping"
15336,2014,11,29,23,224,269,28,99,3100,2,3.3,1019,-0.3,0,"NNW",0.6,"Changping"
15337,2014,11,30,0,237,289,23,98,3700,2,2.6,1018,-0.3,0,"NW",0.7,"Changping"
15338,2014,11,30,1,250,297,21,90,4000,2,2.4,1022,-0.5,0,"N",1.1,"Changping"
15339,2014,11,30,2,229,268,15,86,3600,2,2.5,1023,-0.4,0,"NNW",1.3,"Changping"
15340,2014,11,30,3,218,250,16,83,3400,2,2.4,1020,-0.5,0,"N",0.7,"Changping"
15341,2014,11,30,4,211,225,16,78,3200,9,2.4,1024,-0.7,0,"NNW",1,"Changping"
15342,2014,11,30,5,198,210,13,76,3100,8,2.3,1020,-0.6,0,"N",0.7,"Changping"
15343,2014,11,30,6,105,105,16,53,1400,29,6.4,1025,-6.6,0,"WNW",4.9,"Changping"
15344,2014,11,30,7,21,89,20,28,500,53,5.6,1022,-5.7,0,"W",5.1,"Changping"
15345,2014,11,30,8,18,42,22,35,500,47,5.4,1019,-5.9,0,"WNW",4.1,"Changping"
15346,2014,11,30,9,21,43,17,36,500,44,5.5,1018,-6.1,0,"WNW",3.6,"Changping"
15347,2014,11,30,10,19,26,13,36,600,44,6.3,1022,-7.7,0,"NNW",2.9,"Changping"
15348,2014,11,30,11,24,32,9,20,400,57,7.5,1020,-10.3,0,"NNW",2.9,"Changping"
15349,2014,11,30,12,18,89,2,12,300,66,6.7,1024,-20.8,0,"W",5.6,"Changping"
15350,2014,11,30,13,32,306,2,16,400,62,5.7,1024,-22.6,0,"W",5.5,"Changping"
15351,2014,11,30,14,41,296,2,15,300,64,4.6,1020,-25.7,0,"WNW",9.6,"Changping"
15352,2014,11,30,15,27,256,2,17,300,63,3.9,1024,-27.5,0,"WNW",8.4,"Changping"
15353,2014,11,30,16,23,219,2,19,300,62,2.6,1021,-28.5,0,"WNW",7.3,"Changping"
15354,2014,11,30,17,16,246,2,13,300,63,1.4,1021,-29.4,0,"NW",4.4,"Changping"
15355,2014,11,30,18,21,310,2,11,300,64,0.8,1017,-28.6,0,"NNW",4.9,"Changping"
15356,2014,11,30,19,27,323,2,12,300,63,0,1019,-30.5,0,"NW",6.5,"Changping"
15357,2014,11,30,20,39,770,2,9,300,68,-2,1019,-33.4,0,"NW",8,"Changping"
15358,2014,11,30,21,36,858,2,8,200,68,-3.1,1020,-30.5,0,"WNW",8.8,"Changping"
15359,2014,11,30,22,26,444,2,8,300,61,-3.5,1021,-29.8,0,"NW",10,"Changping"
15360,2014,11,30,23,45,652,2,6,300,61,-4.1,1022,-27.7,0,"NW",6.3,"Changping"
15361,2014,12,1,0,42,487,2,6,300,59,-4.5,1018,-26.6,0,"WNW",4.7,"Changping"
15362,2014,12,1,1,28,274,2,8,400,54,-4.8,1019,-25,0,"NW",5.6,"Changping"
15363,2014,12,1,2,17,147,2,8,400,53,-5.1,1019,-24.1,0,"WNW",5.3,"Changping"
15364,2014,12,1,3,17,129,2,17,400,43,-5.5,1021,-24.4,0,"W",6.6,"Changping"
15365,2014,12,1,4,14,105,2,15,500,43,-5.4,1017,-24.9,0,"W",6.2,"Changping"
15366,2014,12,1,5,8,76,2,14,500,46,-5.9,1016,-24.3,0,"WNW",5.3,"Changping"
15367,2014,12,1,6,15,74,2,16,500,44,-6.1,1016,-24.4,0,"WNW",5.3,"Changping"
15368,2014,12,1,7,10,88,2,18,500,42,-6.4,1017,-23.7,0,"W",7.1,"Changping"
15369,2014,12,1,8,10,64,4,25,600,36,-6.3,1016,-23.6,0,"W",3.2,"Changping"
15370,2014,12,1,9,11,48,5,22,700,39,-5.2,1017,-23.7,0,"WNW",3.9,"Changping"
15371,2014,12,1,10,14,47,4,18,700,45,-4.2,1021,-23.9,0,"WNW",3.4,"Changping"
15372,2014,12,1,11,14,38,2,17,600,48,-3.6,1019,-23.4,0,"W",5.9,"Changping"
15373,2014,12,1,12,11,32,3,15,600,52,-2.4,1020,-23.6,0,"W",5.3,"Changping"
15374,2014,12,1,13,10,25,3,15,500,54,-2,1023.2,-23.2,0,"W",5.5,"Changping"
15375,2014,12,1,14,6,25,2,17,400,52,-1.3,1022.3,-23.3,0,"WNW",4.9,"Changping"
15376,2014,12,1,15,15,25,2,20,400,49,-1.3,1022.5,-23.3,0,"W",5.4,"Changping"
15377,2014,12,1,16,14,24,3,26,500,44,-1.5,1022.5,-23.5,0,"W",4.3,"Changping"
15378,2014,12,1,17,10,26,3,33,500,37,-2.6,1018,-23.1,0,"NW",2.1,"Changping"
15379,2014,12,1,18,13,32,5,45,700,26,-3.3,1021,-23.7,0,"NNW",1.8,"Changping"
15380,2014,12,1,19,12,12,2,29,600,43,-4.1,1018,-24.4,0,"N",2.1,"Changping"
15381,2014,12,1,20,10,14,2,23,600,48,-5,1021,-24.6,0,"NW",1.7,"Changping"
15382,2014,12,1,21,12,14,2,25,500,44,-4.7,1020,-24.9,0,"NNE",0.8,"Changping"
15383,2014,12,1,22,10,10,4,34,500,35,-5.9,1015,-24.3,0,"NE",1.8,"Changping"
15384,2014,12,1,23,7,7,2,19,400,47,-5.5,1017,-25,0,"NNE",2.7,"Changping"
15385,2014,12,2,0,5,5,2,7,400,57,-5.8,1014,-25.8,0,"NE",3.1,"Changping"
15386,2014,12,2,1,5,5,2,12,500,50,-6.6,1019,-24.8,0,"N",2.8,"Changping"
15387,2014,12,2,2,3,5,2,8,400,52,-6.8,1016,-25,0,"N",1.9,"Changping"
15388,2014,12,2,3,5,5,5,13,400,46,-7,1017,-24.7,0,"NNW",2.4,"Changping"
15389,2014,12,2,4,9,9,9,19,500,37,-7.1,1016,-24.3,0,"N",2.3,"Changping"
15390,2014,12,2,5,8,8,9,15,400,40,-7.3,1021,-24,0,"NNW",1.3,"Changping"
15391,2014,12,2,6,11,13,13,26,500,32,-8.7,1021,-22.1,0,"NW",1.1,"Changping"
15392,2014,12,2,7,15,31,17,46,800,13,-9.6,1020.9,-21,0,"WNW",0.7,"Changping"
15393,2014,12,2,8,28,39,22,61,1400,4,-9.4,1016,-20.8,0,"NW",1.2,"Changping"
15394,2014,12,2,9,43,88,37,60,2100,6,-7.5,1016,-21,0,"NW",1.5,"Changping"
15395,2014,12,2,10,53,88,39,59,1800,11,-4.7,1016,-21.3,0,"SSE",1.5,"Changping"
15396,2014,12,2,11,44,56,38,56,1200,15,-3.3,1020,-21,0,"SSE",1.3,"Changping"
15397,2014,12,2,12,57,61,38,56,1200,19,-1.5,1018,-21.6,0,"ESE",1,"Changping"
15398,2014,12,2,13,50,50,36,42,900,31,1,1016,-26.3,0,"NW",5.7,"Changping"
15399,2014,12,2,14,18,27,18,21,400,48,1.6,1017,-26.8,0,"WNW",5.5,"Changping"
15400,2014,12,2,15,22,45,18,24,400,46,1.7,1017,-25.7,0,"W",4.4,"Changping"
15401,2014,12,2,16,22,46,18,25,400,46,1.5,1016,-25.9,0,"W",4.5,"Changping"
15402,2014,12,2,17,22,46,18,25,400,46,0.6,1017,-26.6,0,"W",1.8,"Changping"
15403,2014,12,2,18,45,77,39,65,1100,18,-0.9,1021,-24.4,0,"E",2.2,"Changping"
15404,2014,12,2,19,62,127,33,67,1100,9,-2.7,1017,-20.5,0,"E",2.2,"Changping"
15405,2014,12,2,20,43,81,27,61,900,11,-3.3,1019,-21,0,"NNW",0.7,"Changping"
15406,2014,12,2,21,51,76,35,65,1000,9,-4.8,1018,-20.6,0,"NNW",1.3,"Changping"
15407,2014,12,2,22,102,143,64,73,2900,10,-6.2,1015,-20.2,0,"NNW",0.9,"Changping"
15408,2014,12,2,23,78,78,41,62,1900,8,-5.3,1015,-23.7,0,"NNE",1,"Changping"
15409,2014,12,3,0,47,59,29,43,1700,17,-6.3,1018,-21.1,0,"WSW",0.4,"Changping"
15410,2014,12,3,1,54,56,23,42,1500,18,-3.9,1015,-26.1,0,"NNW",2.4,"Changping"
15411,2014,12,3,2,12,12,8,14,400,40,-3.2,1014,-27,0,"NNW",2.4,"Changping"
15412,2014,12,3,3,6,17,9,19,400,38,-4.2,1016,-27.1,0,"N",1.2,"Changping"
15413,2014,12,3,4,10,19,7,17,300,36,-4.7,1019,-26.8,0,"NE",1.8,"Changping"
15414,2014,12,3,5,8,20,12,24,400,29,-5.4,1016,-26.1,0,"N",1.3,"Changping"
15415,2014,12,3,6,3,18,12,23,400,31,-4.1,1019,-27,0,"WNW",5.5,"Changping"
15416,2014,12,3,7,9,28,10,25,400,33,-4.5,1019,-26.6,0,"NW",3,"Changping"
15417,2014,12,3,8,13,37,14,37,600,24,-5.1,1016,-25.8,0,"NW",2.2,"Changping"
15418,2014,12,3,9,19,39,11,25,500,36,-3.7,1015,-26.7,0,"WNW",3.6,"Changping"
15419,2014,12,3,10,11,51,7,17,400,45,-2.7,1016,-26.6,0,"WNW",4.4,"Changping"
15420,2014,12,3,11,7,35,5,15,400,51,-2.2,1017,-27,0,"W",5.7,"Changping"
15421,2014,12,3,12,7,43,6,15,300,53,-1.3,1016,-27.1,0,"WNW",6.4,"Changping"
15422,2014,12,3,13,14,39,6,14,300,54,-0.3,1017,-26.4,0,"W",6.6,"Changping"
15423,2014,12,3,14,12,48,5,13,200,56,0.3,1015,-25.9,0,"WNW",5,"Changping"
15424,2014,12,3,15,10,65,4,14,200,61,0.4,1019,-24.9,0,"WNW",6.4,"Changping"
15425,2014,12,3,16,7,88,4,22,200,56,0,1018,-25.2,0,"WNW",5.8,"Changping"
15426,2014,12,3,17,17,91,4,21,200,55,-0.6,1019,-24.9,0,"NW",3.4,"Changping"
15427,2014,12,3,18,8,66,5,21,300,55,-0.8,1015,-25.9,0,"WNW",4.9,"Changping"
15428,2014,12,3,19,11,68,5,23,300,53,-1.7,1017,-25,0,"W",3.6,"Changping"
15429,2014,12,3,20,13,82,8,38,400,42,-2.2,1018,-24.7,0,"WNW",4,"Changping"
15430,2014,12,3,21,11,52,5,25,300,54,-2.6,1016,-24.4,0,"WNW",5,"Changping"
15431,2014,12,3,22,8,46,4,18,200,59,-2.8,1015,-24.5,0,"WNW",4,"Changping"
15432,2014,12,3,23,8,36,4,21,300,55,-3.2,1016,-24.9,0,"NW",4.8,"Changping"
15433,2014,12,4,0,11,37,5,11,200,63,-3.3,1015,-25.6,0,"WNW",5.6,"Changping"
15434,2014,12,4,1,17,40,4,18,300,53,-3.5,1015,-25.8,0,"W",4.9,"Changping"
15435,2014,12,4,2,8,35,3,18,300,49,-3.6,1019,-24.6,0,"WNW",4.8,"Changping"
15436,2014,12,4,3,7,26,6,15,300,53,-3.6,1021,-24.6,0,"WNW",2.8,"Changping"
15437,2014,12,4,4,8,27,13,21,400,38,-3.7,1021,-24.6,0,"WNW",3.7,"Changping"
15438,2014,12,4,5,6,28,12,16,300,45,-3.5,1021,-24.5,0,"W",4.6,"Changping"
15439,2014,12,4,6,7,20,10,17,300,47,-3.5,1023,-24.5,0,"WNW",4.8,"Changping"
15440,2014,12,4,7,10,24,11,21,400,45,-3.8,1023,-24.1,0,"WNW",3.9,"Changping"
15441,2014,12,4,8,13,31,13,26,500,39,-3.8,1021,-24.1,0,"WNW",5.2,"Changping"
15442,2014,12,4,9,13,40,13,22,500,42,-2.9,1023,-24,0,"W",4.8,"Changping"
15443,2014,12,4,10,12,58,5,19,500,47,-2,1022,-23.9,0,"WNW",6.4,"Changping"
15444,2014,12,4,11,10,68,4,18,400,49,-1.4,1019,-24.1,0,"W",7.4,"Changping"
15445,2014,12,4,12,14,49,6,18,400,50,-0.7,1019,-24.2,0,"W",4.6,"Changping"
15446,2014,12,4,13,15,39,7,17,300,49,0.1,1025,-24.3,0,"W",5.4,"Changping"
15447,2014,12,4,14,9,38,5,16,300,52,1.1,1024,-24.3,0,"WNW",4.8,"Changping"
15448,2014,12,4,15,12,34,3,16,200,56,1.2,1026,-25.2,0,"WNW",5.5,"Changping"
15449,2014,12,4,16,9,41,4,22,300,51,0.9,1028,-25.4,0,"WNW",3.7,"Changping"
15450,2014,12,4,17,13,42,6,28,400,45,0,1026,-25.2,0,"WNW",3.7,"Changping"
15451,2014,12,4,18,14,41,5,26,400,50,-0.2,1024,-26.3,0,"WNW",3.9,"Changping"
15452,2014,12,4,19,12,39,5,23,400,54,-1.4,1022,-25.5,0,"N",1.4,"Changping"
15453,2014,12,4,20,12,30,8,27,400,45,-2.6,1022,-25,0,"N",2.4,"Changping"
15454,2014,12,4,21,12,20,11,25,400,44,-2.2,1022,-26.2,0,"NNW",2.7,"Changping"
15455,2014,12,4,22,10,21,9,27,300,43,-3.6,1023,-25.2,0,"N",2.3,"Changping"
15456,2014,12,4,23,7,15,5,18,300,51,-3.5,1025,-25.8,0,"NNW",3,"Changping"
15457,2014,12,5,0,8,13,3,14,400,57,-3.2,1025,-25.5,0,"NNW",2.5,"Changping"
15458,2014,12,5,1,9,11,4,16,400,55,-4.4,1025,-25.2,0,"ENE",1.1,"Changping"
15459,2014,12,5,2,7,13,7,15,500,53,-5.5,1024,-25,0,"N",1.8,"Changping"
15460,2014,12,5,3,8,13,8,16,500,50,-5,1026,-24.6,0,"WNW",1.6,"Changping"
15461,2014,12,5,4,12,12,13,26,500,41,-4.7,1027,-24.3,0,"NE",2,"Changping"
15462,2014,12,5,5,4,8,7,17,500,51,-4.9,1026,-23.9,0,"NNE",1.2,"Changping"
15463,2014,12,5,6,10,11,10,19,500,48,-5.4,1025,-23.3,0,"NW",2.8,"Changping"
15464,2014,12,5,7,4,11,3,15,400,53,-4.3,1025,-24,0,"NNW",3.9,"Changping"
15465,2014,12,5,8,12,12,2,17,400,52,-4.9,1023,-23.4,0,"NNE",1.8,"Changping"
15466,2014,12,5,9,7,13,4,21,500,48,-3.6,1022,-23.4,0,"NW",2.5,"Changping"
15467,2014,12,5,10,6,21,8,18,600,52,-0.1,1027,-23.7,0,"WNW",4.5,"Changping"
15468,2014,12,5,11,6,23,11,17,500,52,0.9,1024,-22.9,0,"WNW",4.2,"Changping"
15469,2014,12,5,12,NA,NA,NA,NA,NA,NA,2.2,1026,-23.5,0,"NW",3.7,"Changping"
15470,2014,12,5,13,NA,NA,10,NA,300,57,3.2,1028,-22.7,0,"W",4.9,"Changping"
15471,2014,12,5,14,6,70,12,15,300,62,4,1023,-22,0,"WNW",3.4,"Changping"
15472,2014,12,5,15,7,60,15,20,400,58,4.1,1026,-21.9,0,"WNW",3.2,"Changping"
15473,2014,12,5,16,13,48,18,30,400,48,4,1026,-22,0,"W",4.2,"Changping"
15474,2014,12,5,17,22,65,27,45,700,35,2.7,1023,-21.4,0,"WNW",1.3,"Changping"
15475,2014,12,5,18,35,74,28,70,1100,11,0.5,1025,-20.5,0,"E",1.8,"Changping"
15476,2014,12,5,19,45,95,26,75,1100,2,-0.7,1023,-20.4,0,"E",1.5,"Changping"
15477,2014,12,5,20,39,68,17,64,800,12,-2.2,1022,-20.1,0,"N",1.3,"Changping"
15478,2014,12,5,21,58,83,30,73,1600,5,-3.5,1026,-19.9,0,"NE",0.6,"Changping"
15479,2014,12,5,22,50,93,26,54,1400,13,-3.8,1023,-20.1,0,"ENE",0.8,"Changping"
15480,2014,12,5,23,35,48,24,34,1100,30,-4.5,1023,-20.3,0,"WSW",0.5,"Changping"
15481,2014,12,6,0,37,52,17,45,1300,21,-5.5,1022,-19.6,0,"NNW",1.4,"Changping"
15482,2014,12,6,1,72,102,28,61,3100,6,-6.5,1022,-18.5,0,"N",1.4,"Changping"
15483,2014,12,6,2,98,119,28,63,3900,5,-6.2,1022,-17.3,0,"SSW",1.1,"Changping"
15484,2014,12,6,3,100,129,35,61,5000,5,-6.9,1024,-18,0,"N",0.3,"Changping"
15485,2014,12,6,4,111,141,34,60,4000,6,-7.3,1023,-18,0,"N",0.9,"Changping"
15486,2014,12,6,5,128,166,44,72,6200,5,-7.9,1021,-17.8,0,"WNW",0.7,"Changping"
15487,2014,12,6,6,117,162,60,77,6800,6,-7.9,1020,-17,0,"WSW",0.5,"Changping"
15488,2014,12,6,7,110,167,47,78,5900,4,-7.6,1019,-18,0,"NNE",0.4,"Changping"
15489,2014,12,6,8,NA,NA,NA,NA,NA,NA,-6,1022,-17.4,0,"E",0.6,"Changping"
15490,2014,12,6,9,93,178,51,84,5400,7,-4.9,1021,-16.2,0,"W",1.2,"Changping"
